#  E (eV)   dos(E)     Int dos(E) EFermi =   9.912 eV
 -50.000  0.0000E+00  0.0000E+00
 -49.900  0.0000E+00  0.0000E+00
 -49.800  0.0000E+00  0.0000E+00
 -49.700  0.0000E+00  0.0000E+00
 -49.600  0.0000E+00  0.0000E+00
 -49.500  0.0000E+00  0.0000E+00
 -49.400  0.0000E+00  0.0000E+00
 -49.300  0.0000E+00  0.0000E+00
 -49.200  0.0000E+00  0.0000E+00
 -49.100  0.0000E+00  0.0000E+00
 -49.000  0.0000E+00  0.0000E+00
 -48.900  0.0000E+00  0.0000E+00
 -48.800  0.0000E+00  0.0000E+00
 -48.700  0.0000E+00  0.0000E+00
 -48.600  0.0000E+00  0.0000E+00
 -48.500  0.0000E+00  0.0000E+00
 -48.400  0.0000E+00  0.0000E+00
 -48.300  0.0000E+00  0.0000E+00
 -48.200  0.0000E+00  0.0000E+00
 -48.100  0.0000E+00  0.0000E+00
 -48.000  0.0000E+00  0.0000E+00
 -47.900  0.0000E+00  0.0000E+00
 -47.800  0.0000E+00  0.0000E+00
 -47.700  0.0000E+00  0.0000E+00
 -47.600  0.0000E+00  0.0000E+00
 -47.500  0.0000E+00  0.0000E+00
 -47.400  0.0000E+00  0.0000E+00
 -47.300  0.0000E+00  0.0000E+00
 -47.200  0.0000E+00  0.0000E+00
 -47.100  0.0000E+00  0.0000E+00
 -47.000  0.0000E+00  0.0000E+00
 -46.900  0.0000E+00  0.0000E+00
 -46.800  0.0000E+00  0.0000E+00
 -46.700  0.0000E+00  0.0000E+00
 -46.600  0.0000E+00  0.0000E+00
 -46.500  0.0000E+00  0.0000E+00
 -46.400  0.0000E+00  0.0000E+00
 -46.300  0.0000E+00  0.0000E+00
 -46.200  0.0000E+00  0.0000E+00
 -46.100  0.0000E+00  0.0000E+00
 -46.000  0.0000E+00  0.0000E+00
 -45.900  0.0000E+00  0.0000E+00
 -45.800  0.0000E+00  0.0000E+00
 -45.700  0.0000E+00  0.0000E+00
 -45.600  0.0000E+00  0.0000E+00
 -45.500  0.0000E+00  0.0000E+00
 -45.400  0.0000E+00  0.0000E+00
 -45.300  0.0000E+00  0.0000E+00
 -45.200  0.0000E+00  0.0000E+00
 -45.100  0.0000E+00  0.0000E+00
 -45.000  0.0000E+00  0.0000E+00
 -44.900  0.0000E+00  0.0000E+00
 -44.800  0.0000E+00  0.0000E+00
 -44.700  0.0000E+00  0.0000E+00
 -44.600  0.0000E+00  0.0000E+00
 -44.500  0.0000E+00  0.0000E+00
 -44.400  0.0000E+00  0.0000E+00
 -44.300  0.0000E+00  0.0000E+00
 -44.200  0.0000E+00  0.0000E+00
 -44.100  0.0000E+00  0.0000E+00
 -44.000  0.0000E+00  0.0000E+00
 -43.900  0.0000E+00  0.0000E+00
 -43.800  0.0000E+00  0.0000E+00
 -43.700  0.0000E+00  0.0000E+00
 -43.600  0.0000E+00  0.0000E+00
 -43.500  0.0000E+00  0.0000E+00
 -43.400  0.0000E+00  0.0000E+00
 -43.300  0.0000E+00  0.0000E+00
 -43.200  0.0000E+00  0.0000E+00
 -43.100  0.0000E+00  0.0000E+00
 -43.000  0.0000E+00  0.0000E+00
 -42.900  0.0000E+00  0.0000E+00
 -42.800  0.0000E+00  0.0000E+00
 -42.700  0.0000E+00  0.0000E+00
 -42.600  0.0000E+00  0.0000E+00
 -42.500  0.0000E+00  0.0000E+00
 -42.400  0.0000E+00  0.0000E+00
 -42.300  0.0000E+00  0.0000E+00
 -42.200  0.0000E+00  0.0000E+00
 -42.100  0.0000E+00  0.0000E+00
 -42.000  0.0000E+00  0.0000E+00
 -41.900  0.0000E+00  0.0000E+00
 -41.800  0.0000E+00  0.0000E+00
 -41.700  0.0000E+00  0.0000E+00
 -41.600  0.0000E+00  0.0000E+00
 -41.500  0.0000E+00  0.0000E+00
 -41.400  0.0000E+00  0.0000E+00
 -41.300  0.0000E+00  0.0000E+00
 -41.200  0.0000E+00  0.0000E+00
 -41.100  0.0000E+00  0.0000E+00
 -41.000  0.0000E+00  0.0000E+00
 -40.900  0.0000E+00  0.0000E+00
 -40.800  0.0000E+00  0.0000E+00
 -40.700  0.0000E+00  0.0000E+00
 -40.600  0.0000E+00  0.0000E+00
 -40.500  0.0000E+00  0.0000E+00
 -40.400  0.0000E+00  0.0000E+00
 -40.300  0.0000E+00  0.0000E+00
 -40.200  0.0000E+00  0.0000E+00
 -40.100  0.0000E+00  0.0000E+00
 -40.000  0.0000E+00  0.0000E+00
 -39.900  0.0000E+00  0.0000E+00
 -39.800  0.0000E+00  0.0000E+00
 -39.700  0.0000E+00  0.0000E+00
 -39.600  0.0000E+00  0.0000E+00
 -39.500  0.0000E+00  0.0000E+00
 -39.400  0.0000E+00  0.0000E+00
 -39.300  0.0000E+00  0.0000E+00
 -39.200  0.0000E+00  0.0000E+00
 -39.100  0.0000E+00  0.0000E+00
 -39.000  0.0000E+00  0.0000E+00
 -38.900  0.0000E+00  0.0000E+00
 -38.800  0.0000E+00  0.0000E+00
